Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
"PineRiver070120_4
0",PR,1241916,2380823,762.3,41.4,7/1/20,-0.126,-0.036,0.606,0,0,0.13736
"PineRiver070120_4
1",PR,1241965,2380747,761.5,41.7,7/1/20,-0.041,-0.023,0.417,0,0,0.094331
"PineRiver070120_4
2",PR,1241963,2380525,761.4,42.1,7/1/20,0,-0.026,0.486,0,0,0.109786
"PineRiver070120_4
3",PR,1241822,2380538,762.8,42.6,7/1/20,-0.301,-0.04,1.121,0,0,0.253294
"PineRiver070120_4
4",PR,1241936,2380313,764.5,43,7/1/20,-0.155,-0.032,0.734,0,0,0.166009
"PineRiver070120_4
5",PR,1241928,2380188,764.1,43.3,7/1/20,0,-0.017,0.186,0,0,0.042006
"PineRiver070120_4
6",PR,1241808,2380042,764.3,43.4,7/1/20,0,-0.022,0.225,0,0,0.050811
"PineRiver070120_4
7",PR,1241740,2380387,766.5,43.3,7/1/20,0,-0.035,1.658,0,0,0.375615
"PineRiver070120_4
8",PR,1241695,2380341,765.8,43.3,7/1/20,0,-0.025,0.705,0,0,0.15957
"PineRiver070120_4
9",PR,1241586,2380269,769.2,43.3,7/1/20,0,-0.003,0.382,0,0,0.086846
"PineRiver070120_5
0",PR,1241518,2380240,767.9,43.3,7/1/20,0,-0.044,0.429,0,0,0.097366
"PineRiver070120_5
1",PR,1241601,2380093,771.1,43.5,7/1/20,0,-0.004,0.772,0,0,0.175833
"PineRiver070120_5
2",PR,1241570,2379971,767.9,43.7,7/1/20,-0.583,-0.032,0.325,0,0,0.073669
"PineRiver070120_5
3",PR,1241656,2379732,769.3,43.9,7/1/20,-0.273,-0.038,0.239,0,0,0.05424
"PineRiver070120_5
4",PR,1241537,2379790,769.2,44.2,7/1/20,-0.233,-0.042,0.221,0,0,0.050101
"PineRiver070120_5
5",PR,1241387,2380008,770.5,44.3,7/1/20,0,-0.053,0.414,0,0,0.093983
"PineRiver070120_5
6",PR,1241322,2380131,769.9,44.4,7/1/20,-0.239,-0.054,0.362,0,0,0.082088
"PineRiver070120_5
7",PR,1241338,2380376,769.9,44.4,7/1/20,-0.537,-0.032,0.378,0,0,0.085717
"PineRiver070120_5
8",PR,1241341,2380534,769.5,44.4,7/1/20,-0.452,-0.033,0.442,0,0,0.100177
"PineRiver070920_0
1",PR,1238221,2386988,788,32.1,7/9/20,-0.389,-0.018,0.156,0,0,0.037666
"PineRiver070920_0
2",PR,1238462,2386990,788,33.4,7/9/20,1.067,0.008,1.029,0.256531,0.001923,0.247395
"PineRiver070920_0
3",PR,1238345,2387041,787.9,34.4,7/9/20,0,-0.015,0.274,0,0,0.065653
"PineRiver070920_0
4",PR,1238400,2387128,787.9,35.2,7/9/20,0,-0.008,1.643,0,0,0.392659
"PineRiver070920_0
5",PR,1238337,2387302,787.9,36.2,7/9/20,0,-0.004,0.555,0,0,0.13221
"PineRiver070920_0
6",PR,1238288,2387562,787.9,37.8,7/9/20,0,-0.018,0.923,0,0,0.218743
"PineRiver070920_0
7",PR,1238099,2387548,787.8,38.8,7/9/20,0,-0.004,0.402,0,0,0.094953
"PineRiver070920_0
8",PR,1238031,2387519,787.9,39.8,7/9/20,0,-0.011,0.12,0,0,0.028257
"PineRiver070920_0
9",PR,1237984,2387586,787.9,40.2,7/9/20,0,-0.011,0.679,0,0,0.159684
"PineRiver070920_1
0",PR,1237947,2387622,787.9,40.5,7/9/20,0,-0.004,0.988,0,0,0.232131
"PineRiver070920_1
1",PR,1237924,2387670,787.9,40.7,7/9/20,0,-0.008,1.132,0,0,0.265795
"PineRiver070920_1
2",PR,1237920,2387736,788,41,7/9/20,-0.3,-0.022,1.019,0,0,0.239064
"PineRiver070920_1
3",PR,1237955,2387686,787.9,41.3,7/9/20,0,-0.005,3.63,0,0,0.850702
"PineRiver070920_1
4",PR,1238143,2387119,787.9,41.9,7/9/20,0,-0.017,0.03,0,0,0.007017
"PineRiver070920_1
5",PR,1238151,2387373,788.2,42.3,7/9/20,0,-0.016,0.179,0,0,0.041832
"PineRiver070920_1
6",PR,1237995,2387333,788.3,42.7,7/9/20,0,-0.042,0.146,0,0,0.034081
"PineRiver070920_1
7",PR,1237980,2387182,788.1,42.8,7/9/20,-0.339,-0.027,0.82,0,0,0.191306
"PineRiver070920_1
8",PR,1238003,2386967,788,42.9,7/9/20,-0.73,-0.018,0.212,0,0,0.049438
"PineRiver070920_1
9",PR,1238008,2386811,788.1,43,7/9/20,0,-0.01,0.388,0,0,0.090463
"PineRiver070920_2
0",PR,1238213,2386770,788.1,43.2,7/9/20,0,-0.02,0.112,0,0,0.026097
"PineRiver070920_2
1",PR,1238419,2386795,787.9,43.5,7/9/20,-0.217,-0.02,0.01,0,0,0.002327
"PineRiver070920_2
2",PR,1238566,2386741,787.9,43.7,7/9/20,-0.083,-0.022,1.066,0,0,0.247928
"PineRiver070920_2
3",PR,1238580,2386638,787.5,44,7/9/20,0,-0.012,0.285,0,0,0.066188
"PineRiver071020_2
4",PR,1240356,2381717,780.4,33.6,7/10/20,-0.562,-0.003,0.126,0,0,0.029982
"PineRiver071020_2
5",PR,1240356,2381581,780.2,34.8,7/10/20,-1.162,-0.006,0.034,0,0,0.008057
"PineRiver071020_2
6",PR,1240384,2381390,779.4,36,7/10/20,-0.672,-0.015,1.073,0,0,0.253012
"PineRiver071020_2
7",PR,1240483,2381185,778.5,37.4,7/10/20,0,-0.017,0.327,0,0,0.07667
"PineRiver071020_2
8",PR,1240772,2381177,777.4,39,7/10/20,-0.426,-0.013,0.484,0,0,0.11274
"PineRiver071020_2
9",PR,1240974,2381206,776.6,40.7,7/10/20,0,-0.032,0.658,0,0,0.152283
"PineRiver071020_3
0",PR,1241142,2381236,776.9,42,7/10/20,-0.422,0,1.133,0,0,0.261233
"PineRiver071020_3
1",PR,1241357,2381170,775.8,43.1,7/10/20,-0.872,-0.049,0.689,0,0,0.158085
"PineRiver071020_3
2",PR,1241389,2381365,773.1,43.6,7/10/20,0,-0.005,0.246,0,0,0.056157
"PineRiver071020_3
3",PR,1241342,2381539,773.9,43.9,7/10/20,-1.012,-0.041,0.204,0,0,0.046573
"PineRiver071020_3
4",PR,1241269,2381438,773.2,44.4,7/10/20,0,-0.046,0.79,0,0,0.179911
"PineRiver071020_3
5",PR,1241204,2381527,773.5,44.7,7/10/20,-0.332,-0.048,0.888,0,0,0.202117
"PineRiver071020_3
6",PR,1241143,2381428,774,45.1,7/10/20,-0.819,-0.033,0.081,0,0,0.018425
"PineRiver071020_3
7",PR,1241034,2381360,774.6,45.5,7/10/20,-0.11,-0.005,1.118,0,0,0.254189
"PineRiver071020_3
8",PR,1240955,2381601,775.9,45.8,7/10/20,0,-0.057,0.945,0,0,0.215014
"PineRiver071020_3
9",PR,1240987,2381749,776.5,46,7/10/20,0,-0.014,0.25,0,0,0.05689
"PineRiver071020_4
0",PR,1240944,2381933,777.4,46.2,7/10/20,0,-0.05,0.166,0,0,0.037795
"PineRiver071020_4
1",PR,1240842,2381920,776.8,46.3,7/10/20,-0.882,-0.041,0.225,0,0,0.051173
"PineRiver071020_4
2",PR,1240773,2381745,778,46.4,7/10/20,12.412,0.033,10.119,2.8264,0.007515,2.30425
"PineRiver071020_4
3",PR,1240792,2381616,778.5,46.5,7/10/20,31.665,0.021,5.482,7.212976,0.004784,1.248746
"PineRiver071020_4
4",PR,1240762,2381603,778.5,46.5,7/10/20,205.6,0.018,13.032,46.83366,0.0041,2.968562
"PineRiver071020_4
5",PR,1240778,2381439,778.4,46.6,7/10/20,52.727,0.012,17.668,12.0054,0.002732,4.022821
"PineRiver071020_4
6",PR,1240616,2381363,778.4,46.8,7/10/20,-0.445,-0.05,0.22,0,0,0.05006
"PineRiver071020_4
7",PR,1240647,2381580,778.4,46.9,7/10/20,-0.101,-0.005,0.721,0,0,0.16401
"PineRiver071020_4
8",PR,1240552,2381635,779.3,47,7/10/20,-0.056,-0.004,0.579,0,0,0.13182
"PineRiver071020_4
9",PR,1240627,2381802,779.6,47.1,7/10/20,-0.734,-0.044,2.493,0,0,0.567618
"PineRiver071020_5
0",PR,1240705,2381755,778.8,47.1,7/10/20,37.581,0.027,19.255,8.547837,0.006141,4.37957
"PineRiver071020_5
1",PR,1240770,2382143,778.5,47.1,7/10/20,-0.511,-0.036,0.227,0,0,0.051611
"PineRiver071020_5
2",PR,1240769,2382258,775.3,47.2,7/10/20,-0.649,-0.063,0.265,0,0,0.059985
"PineRiver071020_5
3",PR,1240651,2382372,775,47.1,7/10/20,-1.511,-0.076,1.425,0,0,0.322536
"PineRiver071020_5
4",PR,1240601,2382180,778.6,47,7/10/20,1.781,0.015,1.433,0.405113,0.003412,0.325955
"PineRiver071020_5
5",PR,1240564,2382040,775.5,46.8,7/10/20,-0.859,-0.07,0.646,0,0,0.146448
"PineRiver071020_5
6",PR,1240470,2381991,777,46.7,7/10/20,-0.584,-0.049,0.173,0,0,0.039307
"PineRiver071020_5
7",PR,1240376,2382195,777.5,46.5,7/10/20,-0.512,-0.073,1.335,0,0,0.303709
"PineRiver071020_5
8",PR,1240360,2382363,777.5,46.2,7/10/20,-0.615,-0.05,0.327,0,0,0.074462
"PineRiver071020_5
9",PR,1240193,2382333,778.9,46.1,7/10/20,0,-0.052,0.388,0,0,0.088539
"PineRiver071320_6
0",PR,1239999,2383011,774.2,33,7/13/20,-1.213,0,0.876,0,0,0.207193
"PineRiver071320_6
1",PR,1240026,2382830,774.2,33.7,7/13/20,-0.505,0,0.337,0,0,0.079526
"PineRiver071320_6
2",PR,1240138,2382768,774.2,34,7/13/20,0,-0.001,0.473,0,0,0.11151
"PineRiver071320_6
3",PR,1240199,2382972,773.9,35.9,7/13/20,-0.897,-0.005,0.613,0,0,0.143571
"PineRiver071320_6
4",PR,1240303,2382942,773.2,36.9,7/13/20,-0.332,-0.004,0.242,0,0,0.056445
"PineRiver071320_6
5",PR,1240379,2382820,772.9,37.7,7/13/20,0,-0.005,0.513,0,0,0.1193
"PineRiver071320_6
6",PR,1240347,2382643,772.5,38.2,7/13/20,-1.536,-0.005,0.96,0,0,0.222778
"PineRiver071320_6
7",PR,1240267,2382593,773.8,38.9,7/13/20,0,-0.006,0.206,0,0,0.047777
"PineRiver071320_6
8",PR,1240595,2382535,774.2,39.7,7/13/20,-0.621,-0.01,1.14,0,0,0.26386
"PineRiver071320_6
9",PR,1240557,2382748,772.5,40.3,7/13/20,-0.477,-0.011,0.282,0,0,0.065003
"PineRiver071320_7
0",PR,1240636,2382892,771.1,40.4,7/13/20,0,-0.002,1.228,0,0,0.282458
"PineRiver071320_7
1",PR,1240652,2382899,770.1,40.5,7/13/20,11.662,0.025,13.637,2.678095,0.005741,3.13164
"PineRiver071320_7
2",PR,1240688,2382856,770.3,40.6,7/13/20,0,-0.007,0.342,0,0,0.078533
"PineRiver071320_7
3",PR,1240719,2382822,770.3,40.7,7/13/20,0,-0.012,0.378,0,0,0.086772
"PineRiver071320_7
4",PR,1240728,2382977,770.3,40.9,7/13/20,0,-0.015,0.223,0,0,0.051158
"PineRiver071320_7
5",PR,1240685,2383089,769.6,41.1,7/13/20,0,-0.013,0.092,0,0,0.021073
"PineRiver071320_7
6",PR,1240616,2383089,769.9,41.5,7/13/20,0,-0.013,0.025,0,0,0.005721
"PineRiver071320_7
7",PR,1240467,2383015,770.8,42.1,7/13/20,2.669,0.007,1.919,0.61036,0.001601,0.438847
"PineRiver071320_7
8",PR,1240459,2383024,770.8,42.4,7/13/20,5.078,0.013,5.953,1.160159,0.00297,1.360068
"PineRiver071320_7
9",PR,1240452,2383040,771.5,42.7,7/13/20,1.619,0.02,4.04,0.369873,0.004569,0.92297
"PineRiver071320_8
0",PR,1240485,2383164,771.4,43.1,7/13/20,0,-0.027,1.184,0,0,0.270117
"PineRiver071320_8
1",PR,1240294,2383303,771.1,43.4,7/13/20,-0.535,-0.026,0.709,0,0,0.161535
"PineRiver071320_8
2",PR,1240193,2383350,771,43.6,7/13/20,-0.944,-0.022,0.679,0,0,0.154582
"PineRiver071320_8
3",PR,1240187,2383419,771.9,43.7,7/13/20,0,-0.012,0.217,0,0,0.049445
"PineRiver071320_8
4",PR,1240135,2383173,772.2,43.9,7/13/20,0,-0.025,0.339,0,0,0.077224
"PineRiver071320_8
5",PR,1239967,2383224,772.6,44.1,7/13/20,-0.456,-0.039,0.29,0,0,0.066054
"PineRiver071320_8
6",PR,1239946,2383414,773.5,44.3,7/13/20,-0.329,-0.037,0.338,0,0,0.077029
"PineRiver071320_8
7",PR,1239944,2383619,773.4,44.7,7/13/20,0,-0.034,0.575,0,0,0.130858
"PineRiver071320_8
8",PR,1239838,2383346,774.7,45,7/13/20,0,-0.028,0.704,0,0,0.160334
"PineRiver071320_8
9",PR,1239785,2383248,774.6,45.2,7/13/20,-0.316,-0.034,1.072,0,0,0.24396
"PineRiver071620_1
00",PR,1239622,2384198,779.7,33.1,7/16/20,0,-0.003,1.013,0,0,0.241219
"PineRiver071620_1
01",PR,1239787,2384020,780.8,33.7,7/16/20,0,0,0.596,0,0,0.141844
"PineRiver071620_1
02",PR,1239802,2383981,780.2,33.9,7/16/20,0,0,0.469,0,0,0.11146
"PineRiver071620_1
03",PR,1239786,2384196,780.5,34.1,7/16/20,0,-0.002,0.618,0,0,0.146832
"PineRiver071620_1
04",PR,1239695,2384282,781,34.2,7/16/20,0,0,0.595,0,0,0.141412
"PineRiver071620_1
05",PR,1239647,2384334,781.6,34.4,7/16/20,0,-0.002,0.702,0,0,0.166862
"PineRiver071620_1
06",PR,1239601,2384566,781.7,34.6,7/16/20,0,-0.003,0.281,0,0,0.066757
"PineRiver071620_1
07",PR,1239525,2384764,781.3,34.9,7/16/20,0,-0.004,0.381,0,0,0.09038
"PineRiver071620_1
08",PR,1239536,2384955,780.9,35.1,7/16/20,0,-0.005,0.306,0,0,0.072504
"PineRiver071620_1
09",PR,1239410,2384974,780.1,35.4,7/16/20,0,-0.001,0.178,0,0,0.042092
"PineRiver071620_1
10",PR,1239248,2385011,781.3,35.9,7/16/20,0,0,0.257,0,0,0.060768
"PineRiver071620_1
11",PR,1239348,2384756,783,36.9,7/16/20,0,-0.002,1.417,0,0,0.334696
"PineRiver071620_1
12",PR,1239331,2384636,782.8,37.2,7/16/20,0,-0.004,2.322,0,0,0.547788
"PineRiver071620_1
13",PR,1239344,2384554,782,37.3,7/16/20,9.683,0.002,6.786,2.281267,0.000471,1.598748
"PineRiver071620_1
14",PR,1239283,2384518,781.2,37.5,7/16/20,79.234,0.004,13.788,18.63604,0.000941,3.242973
"PineRiver071620_1
15",PR,1239357,2384444,782.6,37.7,7/16/20,1.913,0.009,4.205,0.450459,0.002119,0.990162
"PineRiver071620_1
16",PR,1239365,2384364,780.2,37.8,7/16/20,6.636,0.005,3.744,1.557302,0.001173,0.878623
"PineRiver071620_1
17",PR,1239380,2384317,780.2,37.9,7/16/20,0,-0.003,2.288,0,0,0.536763
"PineRiver071620_1
18",PR,1239227,2384409,780,38,7/16/20,-0.686,-0.008,0.744,0,0,0.174441
"PineRiver071620_1
19",PR,1239067,2384553,779.3,38.1,7/16/20,-0.382,-0.005,0.195,0,0,0.045665
"PineRiver071620_1
20",PR,1239191,2384532,779.1,38.1,7/16/20,0,-0.003,0.986,0,0,0.23084
"PineRiver071620_1
21",PR,1239244,2384609,780.5,38.2,7/16/20,48.416,0.002,5.21,11.35178,0.000469,1.221555
"PineRiver071620_1
22",PR,1239205,2384695,781.3,38.2,7/16/20,17.989,0.008,17.177,4.222086,0.001878,4.031507
"PineRiver071620_1
23",PR,1239165,2384711,781.4,38.2,7/16/20,97.462,0.006,26.341,22.87763,0.001408,6.183123
"PineRiver071620_1
24",PR,1239131,2384667,781,38.2,7/16/20,0,-0.001,0.353,0,0,0.082819
"PineRiver071620_1
25",PR,1239145,2384763,781,38.2,7/16/20,287.188,0.006,13.877,67.37822,0.001408,3.255733
"PineRiver071620_1
26",PR,1239124,2384791,781.8,38.2,7/16/20,106.377,0.01,15.225,24.98306,0.002349,3.575652
"PineRiver071620_1
27",PR,1239124,2384796,781.8,38.2,7/16/20,13605.71,0.207,-0.651,3195.355,0.048615,0
"PineRiver071620_1
28",PR,1239150,2384831,782,38.2,7/16/20,0,-0.004,0.528,0,0,0.124035
"PineRiver071620_1
29",PR,1239070,2384788,782,38.1,7/16/20,-0.872,-0.004,1.347,0,0,0.316531
"PineRiver071620_1
30",PR,1239068,2384856,782,38.1,7/16/20,0,-0.005,5.007,0,0,1.176593
"PineRiver071620_1
31",PR,1239025,2384948,782.1,38,7/16/20,0,-0.008,3.196,0,0,0.751364
"PineRiver071620_1
32",PR,1239007,2385000,782.4,38,7/16/20,1.51,0,1.595,0.35513,0,0.375121
"PineRiver071620_1
33",PR,1239090,2385015,782.6,37.9,7/16/20,0,-0.005,2.283,0,0,0.537238
"PineRiver071620_1
34",PR,1238937,2384972,783.2,37.8,7/16/20,0,-0.004,0.564,0,0,0.132866
"PineRiver071620_9
0",PR,1239696,2383557,778.7,29.8,7/16/20,-2.364,-0.002,0.551,0,0,0.132465
"PineRiver071620_9
1",PR,1239698,2383752,778.7,30.3,7/16/20,0,-0.001,0.459,0,0,0.110166
"PineRiver071620_9
2",PR,1239633,2383756,778.7,30.6,7/16/20,0,-0.003,0.479,0,0,0.114853
"PineRiver071620_9
3",PR,1239677,2383905,778.6,30.9,7/16/20,-0.498,-0.001,4.263,0,0,1.021024
"PineRiver071620_9
4",PR,1239614,2383924,778.3,31.2,7/16/20,0,-0.002,0.294,0,0,0.070319
"PineRiver071620_9
5",PR,1239638,2383997,777.9,31.6,7/16/20,211.37,0.007,8.165,50.46317,0.001671,1.949339
"PineRiver071620_9
6",PR,1239639,2384023,778.3,31.8,7/16/20,0,-0.004,0.907,0,0,0.216509
"PineRiver071620_9
7",PR,1239553,2384018,778.1,32.2,7/16/20,-0.399,-0.001,0.592,0,0,0.141095
"PineRiver071620_9
8",PR,1239558,2384146,777.9,32.6,7/16/20,0,-0.001,0.466,0,0,0.11089
"PineRiver071620_9
9",PR,1239574,2384177,779.1,32.9,7/16/20,0,-0.001,1.566,0,0,0.372858
"PineRiver071720_0
1",PR,1238181,2386590,790.7,29.9,7/17/20,2.519,0.036,0.313,0.614719,0.008785,0.076382
"PineRiver071720_0
2",PR,1238219,2386591,790.9,30.9,7/17/20,1.377,0.01,0.5,0.335013,0.002433,0.121646
"PineRiver071720_0
3",PR,1238343,2386555,790.5,32,7/17/20,38.525,0.036,8.045,9.334311,0.008723,1.949242
"PineRiver071720_0
4",PR,1238390,2386408,790.1,33.2,7/17/20,2.156,0.029,0.463,0.520073,0.006995,0.111685
"PineRiver071720_0
5",PR,1238540,2386400,788.3,34.1,7/17/20,1.465,0.024,0.18,0.351551,0.005759,0.043194
"PineRiver071720_0
6",PR,1238580,2386318,788.3,35.2,7/17/20,48.234,0.04,23.512,11.53326,0.009564,5.621966
"PineRiver071720_0
7",PR,1238605,2386281,787.9,35.8,7/17/20,1.107,0.02,2.158,0.264047,0.004771,0.514737
"PineRiver071720_0
8",PR,1238636,2386218,787.8,36.7,7/17/20,0,-0.003,0.356,0,0,0.084658
"PineRiver071720_0
9",PR,1238650,2386146,788,37.5,7/17/20,-1.276,-0.002,0.669,0,0,0.15872
"PineRiver071720_1
0",PR,1238708,2386018,788,38.2,7/17/20,-0.743,-0.003,0.618,0,0,0.146291
"PineRiver071720_1
1",PR,1238754,2385870,787.9,38.6,7/17/20,0,-0.001,0.359,0,0,0.084861
"PineRiver071720_1
2",PR,1238818,2385767,787.4,38.9,7/17/20,0,-0.006,0.757,0,0,0.178656
"PineRiver071720_1
3",PR,1238890,2385663,786.8,39.2,7/17/20,0,-0.003,0.153,0,0,0.036047
"PineRiver071720_1
4",PR,1238910,2385566,786.1,39.4,7/17/20,0,-0.007,1.874,0,0,0.440838
"PineRiver071720_1
5",PR,1238921,2385456,786.1,39.6,7/17/20,0,-0.014,2.421,0,0,0.56915
"PineRiver071720_1
6",PR,1238945,2385403,785.6,39.7,7/17/20,550.905,0.019,18.948,129.3877,0.004462,4.450203
"PineRiver071720_1
7",PR,1239000,2385400,785.9,39.8,7/17/20,0,-0.009,0.961,0,0,0.225718
"PineRiver071720_1
8",PR,1238953,2385371,785.5,39.9,7/17/20,0,-0.004,13.946,0,0,3.272904
"PineRiver071720_1
9",PR,1238959,2385278,785.1,40,7/17/20,0,-0.005,0.966,0,0,0.226517
"PineRiver071720_2
0",PR,1238941,2385236,784.7,40.2,7/17/20,1668.191,0.012,7.184,390.7247,0.002811,1.682641
"PineRiver071720_2
1",PR,1238978,2385235,784.4,40.3,7/17/20,-0.722,-0.009,8.957,0,0,2.096443
"PineRiver071720_2
2",PR,1238921,2385197,784.4,40.5,7/17/20,13.181,0.012,11.926,3.083129,0.002807,2.789576
"PineRiver071720_2
3",PR,1238930,2385169,783.9,40.6,7/17/20,5.532,0.007,14.774,1.292737,0.001636,3.45244
"PineRiver071720_2
4",PR,1238805,2385202,786.1,40.8,7/17/20,0,-0.003,0.497,0,0,0.116392
"PineRiver071720_2
5",PR,1238825,2385317,783.5,40.9,7/17/20,0,-0.005,0.348,0,0,0.081203
"PineRiver071720_2
6",PR,1238804,2385389,784,41,7/17/20,-0.175,-0.008,0.566,0,0,0.132113
"PineRiver071720_2
7",PR,1238827,2385430,784.5,41.1,7/17/20,-0.063,-0.026,1.451,0,0,0.338794
"PineRiver071720_2
8",PR,1238854,2385554,785.1,41.1,7/17/20,2.252,0.041,5.982,0.526222,0.00958,1.397807
"PineRiver071720_2
9",PR,1238797,2385637,785.6,41.2,7/17/20,80.81,0.014,6.105,18.88879,0.003272,1.427003
"PineRiver071720_3
0",PR,1238795,2385654,785.6,41.3,7/17/20,1054.964,0.048,64.463,246.5123,0.011216,15.063
"PineRiver071720_3
1",PR,1238742,2385718,785.9,41.4,7/17/20,2.988,0.017,21.16,0.698247,0.003973,4.94475
"PineRiver071720_3
2",PR,1238764,2385618,788,41.6,7/17/20,3.648,0.017,5.237,0.854213,0.003981,1.226293
"PineRiver071720_3
3",PR,1238782,2385522,784.9,41.7,7/17/20,0,-0.013,1.969,0,0,0.4591
"PineRiver071720_3
4",PR,1238717,2385507,784.5,41.9,7/17/20,0,-0.011,1.198,0,0,0.279011
"PineRiver071720_3
5",PR,1238689,2385381,784,42.1,7/17/20,0,-0.015,0.708,0,0,0.164682
"PineRiver071720_3
6",PR,1238573,2385547,783.6,42.3,7/17/20,-1.247,0,0.207,0,0,0.048093
"PineRiver071720_3
7",PR,1238685,2385606,784,42.4,7/17/20,0,-0.016,1.394,0,0,0.323938
"PineRiver071720_3
8",PR,1238634,2385704,784.7,42.5,7/17/20,0,-0.004,0.818,0,0,0.190196
"PineRiver071720_3
9",PR,1238643,2385725,784.8,42.7,7/17/20,2.474,0.031,1.415,0.574948,0.007204,0.328841
"PineRiver071720_4
0",PR,1238517,2385765,784.7,42.8,7/17/20,0,-0.016,0.125,0,0,0.029037
"PineRiver071720_4
1",PR,1238617,2385840,784.5,43,7/17/20,10.883,0.023,1.546,2.525803,0.005338,0.358807
"PineRiver071720_4
2",PR,1238706,2385842,785.3,43.1,7/17/20,0,-0.008,1.443,0,0,0.335137
"PineRiver071720_4
3",PR,1238633,2385973,788.3,43.3,7/17/20,41.14,0.011,6.427,9.585214,0.002563,1.497428
"PineRiver071720_4
4",PR,1238620,2385960,788.3,43.5,7/17/20,-0.804,-0.02,1.266,0,0,0.294779
"PineRiver071720_4
5",PR,1238568,2386030,785.3,43.6,7/17/20,115.546,0.03,10.707,26.79323,0.006957,2.482778
"PineRiver071720_4
6",PR,1238552,2386126,784.9,43.7,7/17/20,77.012,0.031,9.103,17.84309,0.007182,2.109096
"PineRiver071720_4
7",PR,1238513,2386044,784.9,43.8,7/17/20,1.705,0.011,2.678,0.394911,0.002548,0.620276
"PineRiver071720_4
8",PR,1238552,2385970,784.7,43.8,7/17/20,-0.324,-0.01,2.449,0,0,0.567091
"PineRiver071720_4
9",PR,1238424,2386021,784.5,43.9,7/17/20,0,-0.014,0.319,0,0,0.073826
"PineRiver071720_5
0",PR,1238363,2386110,787.7,44,7/17/20,-0.63,-0.004,0.863,0,0,0.200474
"PineRiver071720_5
1",PR,1238195,2386315,786.3,44,7/17/20,-1.143,-0.018,0.154,0,0,0.03571
"VosburgPike06152
0_113",VP,1245950,2359373,756.4,26.1,6/15/20,-0.022,-0.009,0.263,0,0,0.062176
"VosburgPike06152
0_114",VP,1245940,2359264,756.4,27.3,6/15/20,1.495,0.008,6.272,0.352023,0.001884,1.47685
"VosburgPike06152
0_115",VP,1245913,2359301,755.9,28.3,6/15/20,55.849,0.01,1.603,13.09832,0.002345,0.375953
"VosburgPike06152
0_116",VP,1245886,2359318,756.5,29.1,6/15/20,535.715,0.007,3.754,125.4087,0.001639,0.878796
"VosburgPike06152
0_117",VP,1245863,2359342,756.5,30.2,6/15/20,3.33,0.001,3.142,0.776712,0.000233,0.732862
"VosburgPike06152
0_118",VP,1245832,2359362,756.9,30.9,6/15/20,679.436,0.008,6.563,158.1951,0.001863,1.528083
"VosburgPike06152
0_119",VP,1245722,2359365,757.3,31.9,6/15/20,-1.989,-0.009,1.15,0,0,0.267021
"VosburgPike06152
0_120",VP,1245749,2359140,757.3,32.9,6/15/20,-1.178,-0.008,1.369,0,0,0.316833
"VosburgPike06152
0_121",VP,1245713,2359007,755.8,34.1,6/15/20,-0.128,-0.002,0.709,0,0,0.163122
"VosburgPike06152
0_122",VP,1245715,2358773,754.8,35.3,6/15/20,0,-0.01,1.829,0,0,0.418612
"VosburgPike06152
0_123",VP,1245931,2358752,754,36.1,6/15/20,0,-0.021,0.446,0,0,0.101706
"VosburgPike06152
0_124",VP,1246124,2358745,754.2,37.1,6/15/20,0,-0.021,0.577,0,0,0.13119
"VosburgPike06152
0_125",VP,1246128,2358950,753.3,37.7,6/15/20,-0.806,-0.019,0.393,0,0,0.089076
"VosburgPike06152
0_126",VP,1245961,2359027,754,38.2,6/15/20,-1.312,-0.01,1.572,0,0,0.356062
"VosburgPike06152
0_127",VP,1245914,2358977,755,38.6,6/15/20,-0.598,-0.02,0.882,0,0,0.199784
"VosburgPike06152
0_128",VP,1245921,2359164,755,39,6/15/20,-0.417,-0.015,1.761,0,0,0.398377
"VosburgPike06152
0_129",VP,1246134,2359149,755.3,40.7,6/15/20,-1.663,-0.019,0.654,0,0,0.147206
"VosburgPike06152
0_130",VP,1246143,2359398,755.6,41.2,6/15/20,-1.843,-0.053,0.683,0,0,0.15355
"VosburgPike06152
0_131",VP,1246361,2359413,755.7,41.6,6/15/20,-0.942,-0.033,1.402,0,0,0.314835
"VosburgPike06152
0_132",VP,1246335,2359552,754.9,41.8,6/15/20,0,-0.007,0.351,0,0,0.078688
"VosburgPike06152
0_133",VP,1246153,2359526,754.9,42,6/15/20,0,-0.013,1.319,0,0,0.295507
"VosburgPike06152
0_134",VP,1245910,2359554,755.3,42.1,6/15/20,0,-0.025,0.778,0,0,0.174339
"VosburgPike06152
0_135",VP,1245746,2359540,756.9,42.1,6/15/20,-0.422,-0.021,0.748,0,0,0.167972
"VosburgPike06152
0_136",VP,1245798,2360027,757.7,42.2,6/15/20,-0.215,-0.026,0.614,0,0,0.137982
"VosburgPike06152
0_137",VP,1245732,2360109,757.5,42.3,6/15/20,0,-0.02,0.572,0,0,0.128469
"VosburgPike06152
0_138",VP,1245905,2360177,757.2,42.3,6/15/20,-0.349,-0.016,0.364,0,0,0.081721
"VosburgPike06152
0_139",VP,1245912,2360279,756.5,42.4,6/15/20,0,-0.022,1,0,0,0.224229
